Booking Stage,Price,Demand,Expected Revenue
Early,500,3.8286536491190137,1914.3268245595068
Early,510,3.80596290563331,1941.0410818729881
Early,520,3.794423506137928,1973.1002231917225
Early,530,3.794423506137928,2011.044458253102
Early,540,3.779332714110335,2040.839665619581
Early,550,3.7593370135412103,2067.6353574476657
Early,560,3.7022450883037754,2073.257249450114
Early,570,3.7022450883037754,2110.279700333152
Early,580,3.6287780213547918,2104.691252385779
Early,590,3.5653092164778473,2103.53243772193
Early,600,3.5282996229222388,2116.979773753343
Early,610,3.453366991269257,2106.5538646742466
Early,620,3.416918394143388,2118.4894043689005
Early,630,3.394354814625746,2138.4435332142198
Early,640,3.3609352101597967,2150.9985345022696
Early,650,3.301521593588817,2145.989035832731
Early,660,3.2869095429708803,2169.360298360781
Early,670,3.1691727295367302,2123.3457287896094
Early,680,3.1602951712900715,2149.0007164772487
Early,690,3.12765776384207,2158.0838570510286
Early,700,3.099890910596879,2169.9236374178154
Early,710,3.0946965326575846,2197.234538186885
Early,720,3.0773626602335558,2215.70111536816
Early,730,3.0230144267608283,2206.800531535405
Early,740,3.0147419077634137,2230.909011744926
Early,750,2.9743928729593856,2230.7946547195393
Early,760,2.9464708550491783,2239.3178498373754
Early,770,2.918787626900931,2247.466472713717
Early,780,2.8784706868197416,2245.2071357193986
Early,790,2.836351378820928,2240.717589268533
Early,800,2.8354381996328217,2268.350559706257
Early,810,2.7995579078091755,2267.641905325432
Early,820,2.797605722512751,2294.036692460456
Early,830,2.7492214763022775,2281.8538253308902
Early,840,2.732347565551566,2295.171955063315
Early,850,2.683915849778245,2281.328472311508
Early,860,2.6823037338188995,2306.7812110842538
Early,870,2.659905880761574,2314.1181162625694
Early,880,2.6248817595281544,2309.8959483847757
Early,890,2.596712267602037,2311.073918165813
Early,900,2.5670668559250127,2310.3601703325116
Early,910,2.5194331591945907,2292.6841748670777
Early,920,2.4318354536444837,2237.288617352925
Early,930,2.4288105259501966,2258.793789133683
Early,940,2.4077564782532113,2263.2910895580185
Early,950,2.358090410619825,2240.1858900888337
Early,960,2.3065148404905873,2214.254246870964
Early,970,2.2771317574860914,2208.817804761509
Early,980,2.228786691368243,2184.210957540878
Early,990,2.194439267824083,2172.494875145842
Early,1000,2.1286284708672127,2128.628470867213
Early,1010,2.090116195492553,2111.0173574474784
Early,1020,2.0489677080719293,2089.947062233368
Early,1030,2.0349192298141974,2095.966806708623
Early,1040,1.984682509283688,2064.0698096550354
Early,1050,1.9823005032603889,2081.4155284234084
Early,1060,1.893578099208041,2007.1927851605235
Early,1070,1.8314250381462407,1959.6247908164776
Early,1080,1.8259549450810355,1972.0313406875184
Early,1090,1.800265117819436,1962.2889784231852
